age,balance,day,duration,campaign,pdays,previous
27,93,11,4,1,-1,0
47,0,25,234,1,-1,0
54,0,29,309,3,-1,0
37,-491,5,80,2,-1,0
43,1517,20,45,1,-1,0
49,0,18,102,1,-1,0
43,775,14,98,1,106,1
27,276,19,311,2,-1,0
44,5781,15,195,1,-1,0
37,0,11,217,6,-1,0
50,901,20,8,6,-1,0
50,431,20,12,5,-1,0
52,911,20,29,2,-1,0
26,96,6,606,1,345,1
35,0,17,199,1,-1,0
47,-288,28,107,7,-1,0
55,2923,15,104,2,-1,0
26,16,8,249,2,-1,0
37,744,21,161,3,-1,0
56,551,29,27,1,-1,0
33,322,16,77,3,-1,0
36,199,9,183,1,-1,0
32,0,22,360,2,-1,0
30,0,28,262,6,-1,0
39,633,19,105,2,133,3
28,203,29,145,2,-1,0
36,583,30,859,1,235,1
39,2749,19,128,1,-1,0
48,769,28,58,2,184,15
34,1924,1,161,2,253,1
50,1064,8,31,2,-1,0
26,1099,15,99,2,225,13
35,2971,21,112,2,-1,0
44,2657,20,202,2,-1,0
47,21,18,229,2,-1,0
62,0,13,113,3,182,3
55,0,3,222,3,187,3
26,9447,4,113,1,100,2
88,433,15,161,1,274,1
28,375,14,43,1,350,1
41,2399,15,303,2,351,2
25,148,23,421,1,-1,0
40,224,20,606,1,-1,0
35,147,5,358,1,337,3
65,744,5,182,1,-1,0
40,-94,16,90,1,-1,0
43,9,26,89,5,401,1
29,1218,30,258,2,-1,0
48,1106,8,265,1,-1,0
35,0,9,277,1,-1,0
30,167,14,9,1,-1,0
32,0,20,415,2,-1,0
30,324,25,585,4,-1,0
30,127,18,16,6,368,1
24,230,15,73,1,-1,0
29,344,28,279,2,-1,0
44,105,6,1529,2,-1,0
42,634,24,256,2,-1,0
45,317,8,325,2,-1,0
57,2234,11,201,5,-1,0
36,223,14,12,3,-1,0
49,230,8,96,1,-1,0
30,0,15,214,2,-1,0
48,313,8,208,1,-1,0
32,289,2,63,1,257,2
35,0,6,139,1,-1,0
40,3676,15,101,1,-1,0
32,-184,6,129,2,197,1
37,3954,12,87,1,117,2
37,2951,21,101,3,-1,0
43,78,21,36,1,109,1
48,1526,6,273,2,-1,0
36,0,21,193,5,-1,0
33,233,8,221,4,-1,0
33,67,23,316,4,-1,0
36,38,6,308,4,-1,0
65,1948,2,102,2,-1,0
50,5296,19,64,7,-1,0
34,612,30,192,1,-1,0
35,4872,15,34,3,-1,0
32,131,11,112,1,81,1
34,4943,19,117,2,-1,0
34,-257,15,160,1,368,4
33,331,30,139,3,-1,0
45,105,13,119,1,-1,0
35,1160,19,62,1,-1,0
53,4930,2,228,2,-1,0
39,471,6,161,2,-1,0
38,35,28,130,2,-1,0
35,1750,22,422,1,175,4
52,5275,22,1029,3,-1,0
30,728,5,393,1,261,1
37,0,6,143,1,-1,0
33,263,16,79,4,94,3
52,601,14,249,2,-1,0
29,6429,14,535,1,352,2
28,1076,2,537,5,-1,0
37,-57,7,55,5,-1,0
33,2,29,132,2,-1,0
32,514,20,414,2,-1,0
25,-375,14,61,2,-1,0
37,28,21,101,2,-1,0
34,404,5,10,6,-1,0
40,3430,20,1855,3,-1,0
40,99,9,15,5,-1,0
38,2669,20,208,2,-1,0
39,202,12,59,1,301,1
37,715,20,247,2,-1,0
35,674,30,274,2,-1,0
33,312,11,271,1,369,3
38,1463,25,425,4,-1,0
37,789,11,93,1,190,2
29,7,6,51,1,179,1
42,473,30,54,1,-1,0
45,3150,17,101,2,-1,0
42,12223,19,36,1,-1,0
33,1541,23,423,2,-1,0
35,142,7,266,2,168,1
30,3,7,174,1,-1,0
31,1207,17,163,2,-1,0
45,351,29,18,2,-1,0
44,777,18,517,3,350,2
31,997,3,256,1,190,3
30,15,9,257,1,-1,0
54,2819,7,123,3,-1,0
35,126,16,472,1,-1,0
36,953,17,38,1,-1,0
55,10,4,174,3,-1,0
45,-577,24,204,1,-1,0
30,1159,12,95,1,68,1
57,1350,25,131,1,388,1
59,88,28,63,5,-1,0
47,-245,12,67,4,-1,0
34,161,8,61,2,-1,0
46,41,12,249,4,-1,0
56,450,9,47,1,-1,0
24,782,4,12,7,91,1
40,-666,27,107,2,-1,0
50,-151,18,63,2,-1,0
31,55,17,340,2,-1,0
37,-666,18,204,2,-1,0
45,87,14,96,1,360,3
45,4629,2,285,2,-1,0
36,2176,28,52,2,-1,0
57,3431,21,55,2,189,1
39,208,20,170,4,-1,0
47,0,9,173,1,-1,0
44,240,8,155,2,-1,0
39,1388,15,150,5,-1,0
40,5807,20,98,1,-1,0
48,17,17,195,1,-1,0
56,0,13,112,4,-1,0
50,1743,6,49,5,-1,0
29,1008,23,426,9,-1,0
33,151,20,104,3,236,6
57,3196,28,161,4,-1,0
54,1411,12,56,2,-1,0
64,630,21,97,1,-1,0
61,0,18,280,13,-1,0
36,561,9,198,2,-1,0
50,0,14,94,4,-1,0
30,281,12,105,2,-1,0
40,40,21,73,1,-1,0
40,0,14,109,8,-1,0
30,1032,29,52,5,-1,0
55,-207,2,211,1,-1,0
59,235,13,119,2,-1,0
37,0,17,65,2,119,1
53,367,29,155,1,261,2
56,505,5,221,1,169,3
33,804,8,266,1,-1,0
49,-301,12,187,4,-1,0
47,-813,16,179,25,-1,0
34,79,23,83,1,-1,0
33,50,7,246,2,-1,0
31,1205,16,462,1,328,2
44,365,8,169,2,-1,0
50,-1415,19,358,2,-1,0
39,223,4,277,1,-1,0
41,1897,19,335,3,-1,0
33,22867,10,73,1,440,2
40,949,8,182,1,-1,0
42,1165,18,485,6,-1,0
37,1655,12,178,1,175,2
56,260,30,250,2,-1,0
49,0,29,468,2,-1,0
35,-880,24,77,3,-1,0
41,107,17,122,17,-1,0
52,1624,20,114,3,-1,0
33,1257,22,66,1,-1,0
40,355,7,345,2,138,6
44,579,6,198,2,-1,0
39,1403,11,214,8,326,2
39,-176,9,176,1,-1,0
28,-513,29,95,8,-1,0
45,586,28,32,3,-1,0
63,1840,12,71,3,-1,0
32,720,12,234,4,-1,0
28,97,7,67,1,-1,0
36,13,18,106,1,-1,0
34,140,8,81,2,365,1
45,521,17,259,3,-1,0
30,364,4,331,1,-1,0
59,416,16,92,3,-1,0
54,3304,25,90,7,-1,0
47,1880,18,64,2,-1,0
41,982,23,105,1,-1,0
35,0,25,124,4,-1,0
38,173,20,130,2,-1,0
36,911,4,275,3,-1,0
39,0,11,62,1,-1,0
48,549,6,427,1,-1,0
42,704,31,88,10,-1,0
24,476,4,161,1,-1,0
57,3738,19,220,1,367,7
35,634,7,185,2,-1,0
32,1134,28,85,4,-1,0
26,-128,8,392,2,-1,0
27,7102,30,141,9,-1,0
47,186,2,112,2,-1,0
32,1918,8,318,1,172,1
48,0,18,453,1,-1,0
43,250,12,144,5,342,16
30,31,14,23,1,-1,0
28,631,29,835,7,-1,0
32,62,14,166,1,-1,0
26,479,9,133,3,-1,0
38,1121,18,203,1,-1,0
30,138,20,187,1,-1,0
33,0,5,399,2,358,5
37,239,23,140,2,-1,0
47,866,20,7,7,-1,0
36,1466,29,441,1,-1,0
48,3570,5,58,2,-1,0
47,440,29,147,1,-1,0
34,714,12,166,4,-1,0
28,674,14,921,4,-1,0
54,127,19,176,4,-1,0
33,588,18,11,5,-1,0
41,-413,8,170,2,-1,0
41,882,28,145,2,-1,0
42,877,14,238,1,-1,0
32,337,15,51,3,368,1
47,192,30,120,6,-1,0
36,3350,16,86,1,269,3
34,99,3,264,2,-1,0
36,806,3,106,2,259,1
50,6739,14,68,3,-1,0
53,228,16,97,1,-1,0
49,-232,11,106,2,-1,0
39,556,29,322,1,-1,0
47,761,11,80,2,-1,0
57,207,8,193,1,-1,0
30,221,8,61,4,-1,0
54,865,17,71,1,-1,0
35,0,18,276,5,-1,0
47,1851,19,140,2,-1,0
38,-272,17,143,2,-1,0
40,367,5,89,1,274,1
51,0,20,85,1,-1,0
51,230,6,673,1,-1,0
57,0,13,189,2,-1,0
41,1954,18,65,1,110,2
31,379,18,570,2,-1,0
59,-341,14,94,3,-1,0
26,179,28,333,4,-1,0
41,13,5,189,2,-1,0
39,839,11,365,2,774,11
25,192,4,112,2,-1,0
33,576,25,220,1,111,2
35,643,23,322,1,-1,0
49,342,30,433,2,228,1
31,1329,9,134,1,-1,0
40,219,5,357,1,-1,0
32,141,4,78,3,89,9
42,402,13,31,7,330,17
33,8023,30,107,1,105,3
48,1131,8,49,1,-1,0
28,1925,26,139,1,93,3
43,0,9,71,3,-1,0
30,103,17,2053,2,317,1
41,1395,11,85,1,308,2
55,621,2,114,1,208,1
55,1161,20,8,6,-1,0
54,24,31,12,10,-1,0
55,2,27,392,4,-1,0
57,295,19,151,11,-1,0
27,-208,21,127,2,-1,0
28,258,17,93,1,-1,0
51,119,17,200,1,165,2
27,967,21,162,1,-1,0
40,-90,28,130,1,-1,0
56,0,26,413,2,-1,0
35,0,30,251,3,-1,0
47,392,19,125,1,-1,0
49,23,23,247,1,-1,0
35,2486,25,265,1,-1,0
50,81,21,64,1,-1,0
55,1563,17,128,2,-1,0
56,1602,6,427,1,-1,0
35,2144,13,188,2,-1,0
42,273,12,315,1,-1,0
34,455,20,372,3,-1,0
40,1038,5,741,1,-1,0
33,-384,9,125,1,-1,0
33,307,16,806,4,-1,0
59,93,26,193,2,-1,0
51,127,13,69,1,-1,0
47,-150,14,52,4,-1,0
48,20718,14,125,1,-1,0
31,-218,2,227,15,-1,0
39,5222,21,239,2,177,1
52,484,6,128,1,-1,0
28,75,5,233,2,-1,0
56,1480,5,576,1,-1,0
47,1111,20,415,4,-1,0
77,639,16,127,7,-1,0
39,29,7,214,2,-1,0
31,6374,23,922,2,-1,0
39,363,17,184,1,-1,0
32,-94,11,308,1,-1,0
59,92,12,139,2,350,1
42,222,26,80,16,-1,0
50,249,6,129,1,-1,0
44,1450,14,356,1,314,2
47,2290,15,54,1,-1,0
51,0,17,81,1,-1,0
34,1026,12,319,1,100,6
36,3953,19,277,1,-1,0
32,1426,20,114,1,-1,0
28,53,13,93,1,-1,0
34,160,15,130,1,-1,0
40,171,19,1241,3,-1,0
49,3237,5,232,3,-1,0
30,192,22,423,1,-1,0
56,0,19,122,1,-1,0
28,385,9,79,4,193,7
31,2591,20,55,1,-1,0
28,39,31,22,7,-1,0
53,44,6,256,1,-1,0
38,5432,17,707,1,149,2
54,349,12,176,2,175,1
36,20,20,766,2,150,3
60,381,17,208,2,344,4
40,4025,15,107,4,-1,0
50,167,28,201,3,-1,0
28,278,29,194,1,-1,0
33,263,21,206,3,-1,0
53,4968,6,109,1,87,2
38,581,6,79,1,-1,0
34,682,27,472,3,-1,0
41,779,30,647,10,-1,0
64,2139,14,632,2,-1,0
45,5888,26,45,5,-1,0
38,0,15,146,4,-1,0
57,3431,16,73,1,-1,0
34,188,5,399,1,-1,0
36,3214,16,124,2,-1,0
30,873,12,119,1,167,3
32,-32,12,145,1,-1,0
42,1958,30,124,3,-1,0
35,76,17,107,1,-1,0
42,1013,28,117,8,-1,0
50,2731,8,111,2,-1,0
38,93,3,515,2,-1,0
38,173,18,205,4,-1,0
55,384,4,75,1,-1,0
60,491,14,503,4,-1,0
33,728,13,275,5,-1,0
30,411,16,948,1,-1,0
30,265,25,295,1,93,3
51,-3,21,79,2,-1,0
37,586,11,141,2,-1,0
37,-196,26,166,2,-1,0
45,700,13,29,4,-1,0
37,-67,2,157,1,-1,0
48,1600,18,448,1,-1,0
42,508,30,70,1,-1,0
49,486,7,229,5,-1,0
36,243,7,160,2,360,3
54,203,7,238,8,-1,0
52,1944,15,238,3,323,2
30,882,22,102,6,-1,0
37,2924,31,74,2,-1,0
31,20,18,52,1,-1,0
26,1417,6,60,3,-1,0
51,340,8,186,1,-1,0
34,4062,15,29,1,-1,0
26,133,25,57,3,-1,0
32,0,17,107,2,-1,0
38,8876,2,280,1,75,1
52,423,20,139,2,96,7
44,58,14,72,3,-1,0
31,5,16,216,1,-1,0
38,175,17,132,2,-1,0
32,1349,7,132,2,-1,0
41,6596,20,88,1,-1,0
48,1741,18,40,1,-1,0
29,25,4,188,2,-1,0
41,0,13,161,1,-1,0
49,4374,31,68,3,-1,0
40,16,9,47,4,-1,0
27,574,18,196,3,-1,0
45,615,15,133,1,-1,0
48,0,20,139,1,-1,0
31,395,25,174,3,-1,0
45,678,5,104,3,-1,0
43,25,12,121,2,-1,0
31,626,21,211,1,-1,0
37,165,24,315,1,83,1
38,746,20,256,3,-1,0
29,376,28,49,3,183,4
28,-55,7,361,2,-1,0
55,0,20,398,2,-1,0
27,21,18,336,1,356,1
43,3003,8,358,3,-1,0
29,92,2,101,1,92,5
52,511,20,98,4,-1,0
33,6904,20,114,2,-1,0
27,795,6,101,3,-1,0
27,0,6,161,1,-1,0
31,166,25,392,6,-1,0
31,157,19,285,1,-1,0
45,0,26,64,2,-1,0
34,0,28,195,6,-1,0
48,174,6,290,2,-1,0
47,1536,17,41,1,301,4
49,1114,17,283,1,-1,0
55,816,18,113,3,-1,0
51,1202,18,99,1,-1,0
37,600,17,116,2,196,1
33,6,22,239,2,-1,0
33,2655,21,195,1,-1,0
29,499,15,338,1,-1,0
57,0,9,97,1,-1,0
60,197,7,1386,1,-1,0
51,289,14,97,5,-1,0
45,5336,28,99,2,-1,0
45,434,26,76,4,-1,0
39,691,16,517,1,255,1
25,-250,13,456,1,-1,0
47,3696,19,635,3,170,2
34,2595,17,126,1,336,2
40,1077,17,148,2,-1,0
48,501,15,12,5,-1,0
39,21,23,58,1,-1,0
38,797,20,62,4,-1,0
32,1659,30,120,6,-1,0
27,97,18,13,3,-1,0
47,2,20,661,4,190,1
40,384,20,200,3,327,2
41,63,25,36,3,-1,0
40,1327,26,76,2,-1,0
39,284,17,1426,2,318,6
45,3395,18,92,1,188,1
31,2038,20,148,1,-1,0
27,15,21,177,1,-1,0
56,1187,5,47,2,-1,0
39,3047,11,279,1,370,2
52,11650,17,48,1,-1,0
58,1387,5,174,5,-1,0
48,0,16,73,4,-1,0
33,1387,5,185,1,-1,0
38,446,18,373,4,-1,0
42,275,26,31,8,-1,0
36,1655,18,155,2,-1,0
35,196,21,318,1,-1,0
45,0,22,87,4,-1,0
51,1327,7,21,2,-1,0
43,0,25,152,3,-1,0
45,206,13,376,4,-1,0
30,523,12,136,3,101,1
40,0,22,61,4,-1,0
56,444,6,432,1,-1,0
48,1401,20,72,3,-1,0
32,205,18,197,3,-1,0
47,3957,11,58,3,334,3
30,9645,26,130,10,-1,0
37,620,17,93,3,-1,0
52,1541,14,243,1,-1,0
49,-37,4,191,2,-1,0
53,-601,30,509,2,-1,0
53,197,17,307,1,-1,0
34,-276,29,175,3,-1,0
40,824,17,359,1,-1,0
39,636,12,15,1,-1,0
33,19,4,56,1,271,1
41,641,13,161,1,-1,0
31,2983,2,153,1,-1,0
45,0,21,173,1,192,1
23,252,15,56,1,-1,0
51,119,5,112,2,-1,0
34,171,7,191,1,294,1
36,0,27,145,2,-1,0
42,-249,14,149,3,-1,0
33,455,29,122,10,-1,0
46,10,29,122,7,-1,0
37,529,16,234,1,149,2
33,1859,30,1169,4,-1,0
30,613,17,180,2,302,1
53,751,16,343,4,-1,0
46,0,27,38,6,-1,0
35,1471,13,236,3,-1,0
36,7503,4,25,1,-1,0
46,68,16,87,3,-1,0
31,530,18,251,2,-1,0
52,1319,17,113,1,-1,0
48,479,18,533,3,-1,0
45,360,20,98,2,-1,0
36,2163,5,317,1,-1,0
53,136,6,267,2,-1,0
35,-196,22,216,2,-1,0
44,4087,19,457,5,-1,0
38,1354,29,50,2,-1,0
44,2,7,46,2,-1,0
51,2337,27,133,2,41,5
32,514,7,138,1,168,1
59,6212,5,574,2,-1,0
31,424,7,224,2,-1,0
52,499,6,115,4,-1,0
26,8,13,262,2,-1,0
40,1305,22,255,1,-1,0
35,300,9,338,4,-1,0
54,976,3,137,3,-1,0
36,2700,4,99,3,-1,0
45,-497,20,260,1,-1,0
29,2424,6,93,1,-1,0
49,-2049,30,169,3,-1,0
52,2081,29,150,1,-1,0
52,189,22,90,2,-1,0
47,0,30,127,2,233,8
33,327,7,109,1,-1,0
30,426,17,127,4,111,6
52,1291,19,559,1,169,2
54,3473,12,306,2,-1,0
59,434,12,63,3,-1,0
35,105,6,36,1,365,3
29,975,27,265,2,-1,0
33,-479,7,235,1,-1,0
32,62,13,120,1,-1,0
50,0,9,199,4,-1,0
54,0,9,96,1,-1,0
49,1202,18,122,1,-1,0
39,2854,2,64,1,-1,0
34,9,11,439,2,-1,0
31,203,19,177,1,-1,0
46,0,11,249,5,-1,0
59,2467,20,972,2,-1,0
32,3850,20,63,4,-1,0
39,47,16,143,2,371,6
54,1895,17,345,1,-1,0
33,522,7,559,4,-1,0
59,-918,16,253,2,-1,0
28,-193,18,580,7,-1,0
48,48,29,144,1,-1,0
39,0,17,301,1,-1,0
41,201,14,53,8,-1,0
33,598,28,189,1,-1,0
37,1506,2,101,3,80,3
30,26,16,62,1,323,1
36,1582,3,26,2,197,1
53,559,9,16,5,-1,0
26,0,16,157,2,-1,0
59,-411,29,225,1,-1,0
44,36,8,712,1,-1,0
55,512,28,70,1,-1,0
26,786,14,103,5,-1,0
41,3658,9,268,1,330,1
28,-227,4,298,2,-1,0
40,423,30,134,24,-1,0
47,947,5,124,2,-1,0
39,324,8,340,2,312,4
38,0,9,254,1,-1,0
37,1694,29,404,2,251,6
36,2894,17,747,1,-1,0
53,2693,21,140,1,-1,0
47,644,28,54,3,160,13
28,185,30,651,2,-1,0
32,1583,20,57,1,-1,0
25,2399,3,193,2,-1,0
39,1322,24,157,3,486,1
60,194,30,61,5,-1,0
39,1221,12,97,1,-1,0
31,-302,27,235,5,-1,0
45,256,21,135,2,-1,0
36,0,26,109,14,-1,0
44,1335,30,94,5,-1,0
33,682,5,251,1,-1,0
31,0,26,76,2,-1,0
38,3834,13,363,2,327,1
50,5312,23,106,3,-1,0
40,4095,20,281,1,-1,0
33,0,13,78,2,-1,0
42,-1386,15,56,4,-1,0
42,525,13,127,2,-1,0
33,2,23,74,4,-1,0
40,0,7,161,1,-1,0
52,1500,20,109,3,-1,0
49,378,9,189,2,-1,0
30,552,5,648,2,-1,0
26,-84,29,63,5,-1,0
40,-240,28,160,3,-1,0
30,501,27,514,1,-1,0
55,5345,6,278,1,-1,0
48,1559,24,520,3,133,3
28,0,15,217,2,-1,0
54,0,23,117,1,-1,0
36,1989,17,344,2,-1,0
34,598,17,365,1,324,1
39,94,6,181,2,-1,0
66,3473,14,441,2,-1,0
42,349,7,226,2,-1,0
55,3876,21,54,1,-1,0
85,1934,12,140,1,-1,0
63,2,4,45,2,93,1
37,9,14,165,1,-1,0
24,11,27,114,4,-1,0
34,60,7,274,2,-1,0
28,882,8,107,2,-1,0
58,499,29,181,1,-1,0
49,198,13,205,3,-1,0
31,2093,7,103,1,-1,0
56,74,26,152,2,-1,0
43,1220,28,307,2,-1,0
32,1342,23,109,2,-1,0
55,6134,6,127,2,-1,0
55,3680,16,131,1,-1,0
31,605,15,334,10,-1,0
49,104,8,285,1,-1,0
41,683,20,77,1,-1,0
56,48,14,132,2,-1,0
50,15,12,173,2,350,7
37,6714,23,90,1,-1,0
35,623,6,97,2,-1,0
52,234,20,208,1,-1,0
33,599,29,461,2,-1,0
42,9916,21,306,1,-1,0
33,3160,18,719,13,-1,0
35,0,8,376,3,-1,0
28,2306,29,140,2,-1,0
41,2550,15,894,2,347,2
44,701,3,269,2,-1,0
26,3244,2,141,1,5,1
40,402,30,243,3,-1,0
37,6014,15,163,6,-1,0
33,-81,29,339,2,-1,0
36,898,15,118,5,-1,0
28,863,27,355,1,-1,0
37,235,17,191,4,323,9
32,12,7,173,2,-1,0
49,298,30,264,2,86,3
36,3463,21,29,4,-1,0
39,13338,11,103,4,-1,0
34,391,23,34,2,-1,0
32,569,29,348,1,-1,0
26,54,13,116,1,-1,0
46,875,11,269,3,353,2
78,631,11,95,1,-1,0
47,3434,9,337,1,-1,0
80,1610,12,71,1,-1,0
25,505,6,37,1,-1,0
50,11528,30,57,1,-1,0
36,102,14,114,1,-1,0
42,-581,13,224,1,370,2
54,0,24,140,2,-1,0
43,7298,11,36,2,-1,0
29,0,10,45,1,-1,0
36,909,25,250,3,-1,0
59,337,18,100,4,-1,0
47,829,18,48,1,188,1
36,301,29,367,1,-1,0
56,147,12,203,1,-1,0
55,282,5,99,2,-1,0
38,1294,29,565,1,-1,0
39,0,11,275,2,307,1
35,995,5,39,1,-1,0
54,532,31,73,2,-1,0
32,785,3,273,1,-1,0
30,3028,28,65,5,-1,0
51,1022,8,311,3,-1,0
39,0,11,308,7,-1,0
46,792,5,170,2,-1,0
33,490,7,31,1,363,2
34,417,18,138,1,-1,0
33,2071,8,106,2,-1,0
55,1187,2,193,2,-1,0
49,280,14,162,3,-1,0
37,1236,29,300,2,-1,0
29,910,11,278,1,-1,0
28,-994,18,174,2,-1,0
21,1333,2,120,1,-1,0
44,850,16,220,5,-1,0
30,3773,27,99,1,-1,0
46,460,28,56,1,-1,0
33,3140,21,7,5,-1,0
40,1028,17,319,1,-1,0
42,4264,28,882,1,-1,0
44,3932,8,40,2,-1,0
32,-1,8,228,2,-1,0
34,1682,28,123,3,-1,0
55,814,28,69,12,-1,0
35,819,14,102,14,-1,0
47,1265,7,137,2,-1,0
29,514,2,270,1,-1,0
47,1764,26,119,6,-1,0
39,275,16,189,2,-1,0
40,592,18,80,3,350,2
42,1143,17,106,1,-1,0
31,546,7,147,2,-1,0
31,1164,18,238,3,-1,0
82,1381,28,86,3,93,1
44,0,6,373,1,-1,0
32,659,20,12,6,-1,0
40,192,15,16,8,351,5
26,-12,4,98,1,-1,0
30,186,13,390,1,-1,0
45,2246,21,197,2,99,2
32,124,4,87,2,-1,0
56,2087,12,146,1,-1,0
58,1298,29,516,4,-1,0
28,101,9,224,3,-1,0
43,46,27,63,8,-1,0
34,262,20,371,1,-1,0
40,0,21,43,1,185,2
31,17924,21,608,3,-1,0
28,167,18,126,2,-1,0
45,967,9,63,1,-1,0
33,0,14,305,3,-1,0
42,1547,27,272,3,-1,0
32,388,15,171,2,-1,0
41,1,19,55,4,-1,0
32,0,25,209,1,-1,0
37,80,3,248,2,-1,0
57,4168,16,47,1,-1,0
56,0,19,844,2,-1,0
37,781,20,75,1,-1,0
34,804,23,256,9,-1,0
46,993,16,78,1,-1,0
40,34,6,350,2,344,1
32,0,20,72,4,-1,0
28,520,15,29,1,-1,0
46,567,18,142,10,-1,0
44,7177,19,89,2,-1,0
55,3629,30,87,1,-1,0
75,2199,13,137,1,-1,0
41,223,16,124,1,-1,0
30,185,26,11,1,-1,0
33,5809,22,219,4,-1,0
43,210,12,88,5,-1,0
49,-199,29,385,1,-1,0
32,897,7,293,3,322,2
26,0,19,48,3,-1,0
55,7378,14,316,3,-1,0
46,593,29,190,3,-1,0
31,1224,20,75,2,119,2
34,3031,14,94,6,-1,0
37,708,2,51,1,-1,0
29,542,9,338,3,-1,0
24,1141,23,230,1,-1,0
46,-42,28,181,12,-1,0
41,-556,26,127,3,-1,0
52,482,28,83,7,-1,0
27,1501,24,187,1,-1,0
44,1850,6,274,1,-1,0
39,2266,22,86,1,93,4
52,3283,11,553,1,-1,0
77,300,9,511,1,-1,0
35,1,21,85,1,-1,0
49,178,6,174,2,-1,0
37,187,12,165,1,-1,0
46,229,5,197,1,-1,0
43,42,7,285,1,-1,0
35,-367,11,77,1,350,1
29,8,2,107,1,-1,0
52,256,6,137,1,-1,0
55,2410,17,135,1,-1,0
33,2976,9,465,2,95,12
40,-426,26,245,1,-1,0
39,39,18,34,6,-1,0
61,1428,5,82,2,-1,0
63,2030,6,61,6,-1,0
44,-1636,11,257,1,-1,0
52,108,15,543,12,-1,0
58,2094,1,161,2,-1,0
38,47,31,50,11,-1,0
51,618,4,69,1,-1,0
29,162,25,324,1,-1,0
42,-671,28,80,2,-1,0
56,136,4,270,1,-1,0
55,6958,13,178,2,-1,0
43,953,19,135,1,-1,0
27,821,16,23,1,778,41
54,131,14,252,2,-1,0
25,1272,24,342,2,-1,0
33,-306,13,851,4,-1,0
46,3201,13,157,3,-1,0
26,1114,9,44,2,-1,0
30,4168,3,198,1,-1,0
39,0,5,203,1,-1,0
58,0,17,219,1,186,2
49,3309,15,349,2,-1,0
49,1377,7,1101,1,-1,0
43,150,28,290,7,-1,0
60,553,2,343,1,210,3
57,458,15,177,3,-1,0
38,565,20,93,2,-1,0
56,0,29,152,1,223,3
45,2278,17,1735,2,-1,0
45,210,21,623,1,-1,0
44,15578,29,401,1,-1,0
40,236,20,167,2,-1,0
38,1704,1,222,1,-1,0
55,1693,10,247,1,102,3
40,372,21,365,1,100,2
35,1147,7,29,1,-1,0
32,3166,20,418,3,-1,0
31,1074,23,1438,2,-1,0
49,23,17,221,2,-1,0
55,1431,28,107,1,-1,0
51,814,14,17,8,-1,0
30,142,20,350,4,-1,0
37,810,8,376,1,295,1
36,1604,11,47,3,-1,0
51,0,28,534,4,-1,0
29,488,4,105,1,-1,0
32,4110,6,119,8,-1,0
36,1746,7,15,1,316,1
32,-208,9,325,1,-1,0
56,152,30,65,7,-1,0
46,0,18,74,4,-1,0
39,399,14,133,2,-1,0
57,318,22,371,4,-1,0
53,9072,18,117,2,-1,0
33,3071,21,323,1,-1,0
43,177,3,124,1,-1,0
40,10786,20,111,3,-1,0
44,0,30,76,3,-1,0
59,879,30,126,5,259,7
59,1887,28,88,8,-1,0
28,3331,28,229,2,-1,0
26,3,23,106,1,-1,0
59,7668,5,124,1,-1,0
78,55,5,143,3,90,1
33,0,7,227,2,-1,0
38,2998,11,91,1,-1,0
35,524,21,484,4,-1,0
30,106,13,119,3,-1,0
31,85,16,151,1,-1,0
35,249,21,205,8,-1,0
45,10,26,133,7,-1,0
40,523,8,598,3,-1,0
50,1321,17,271,2,-1,0
29,-194,7,127,1,-1,0
41,4517,20,137,1,-1,0
44,964,29,158,2,-1,0
29,923,26,333,1,-1,0
49,2677,31,67,3,-1,0
30,873,7,301,1,216,2
37,-1050,2,548,2,-1,0
52,361,20,147,1,-1,0
30,1466,12,111,4,-1,0
40,782,21,94,5,202,17
33,3576,2,124,1,308,2
34,3,5,301,1,-1,0
33,-112,28,132,1,-1,0
35,759,19,556,3,-1,0
54,195,4,47,1,265,6
32,15,15,391,1,-1,0
32,-1053,21,357,3,-1,0
44,488,29,138,2,183,11
53,287,6,13,5,-1,0
53,578,29,59,2,-1,0
40,1509,12,333,1,58,3
29,3794,30,249,1,-1,0
36,4324,14,565,4,-1,0
40,793,15,109,1,-1,0
58,943,3,243,3,-1,0
34,0,10,129,1,-1,0
60,19447,9,196,1,-1,0
23,565,28,162,7,-1,0
59,1541,5,790,1,-1,0
42,1079,31,61,2,-1,0
50,0,10,232,3,130,3
31,1310,18,12,2,-1,0
31,98,11,69,2,-1,0
28,5,18,121,1,-1,0
56,0,3,353,2,227,4
23,9216,5,471,2,-1,0
30,2551,5,142,2,-1,0
54,0,14,159,2,106,6
35,154,23,211,4,-1,0
29,-150,6,328,1,-1,0
48,427,17,62,1,-1,0
43,664,17,119,1,-1,0
40,0,26,58,7,-1,0
38,680,19,144,2,-1,0
30,4,20,7,2,-1,0
60,196,20,583,3,-1,0
31,290,13,230,1,-1,0
28,221,15,176,1,-1,0
31,180,26,222,1,70,2
48,-139,13,75,2,-1,0
36,79,20,9,3,-1,0
41,236,3,159,2,-1,0
35,1120,21,4,1,771,2
51,-2282,14,301,6,-1,0
35,2200,17,14,1,-1,0
51,-461,28,33,2,-1,0
56,385,20,210,3,-1,0
59,2291,14,127,3,-1,0
27,54,18,97,1,370,1
48,2850,6,107,3,-1,0
24,1235,30,76,3,-1,0
56,360,24,98,2,-1,0
34,1352,8,265,2,-1,0
35,905,21,114,2,-1,0
57,138,26,157,5,-1,0
30,0,14,768,2,-1,0
